Comment,Sentiment
"Vande Mataram (Bangla: বন্দে মাতরম) This song, composed in Sanskrit Bengali mixed language by Bankim Chandra Chattopadhyay, was published in the year 1872 as an underlying song in his novel Anand Math. In this novel, this song is sung by a monk named Bhawanand. It was composed by Yadunath Bhattacharya.


Bankim Chandra Chattopadhyay was a noted Bengali novelist, poet, prose and journalist. The national song of India 'Vande Mataram' is his own creation which became the inspiration of revolutionaries during the Indian freedom struggle. Rabindranath Thak",positive
"Vande Mataram (Bangla: বন্দে মাতরম) This song, composed in Sanskrit Bengali mixed language by Bankim Chandra Chattopadhyay, was published in the year 1872 as an underlying song in his novel Anand Math. In this novel, this song is sung by a monk named Bhawanand. It was composed by Yadunath Bhattacharya.


Bankim Chandra Chattopadhyay was a noted Bengali novelist, poet, prose and journalist. The national song of India 'Vande Mataram' is his own creation which became the inspiration of revolutionaries during the Indian freedom struggle. Rabindranath Thakur's predecessor is the second highest among Bengali writers.

वन्दे मातरम् आ.. वन्दे मातरम् सुजलां सुफलाम् मलयजशीतलाम् शस्यश्यामलाम् मातरम्। वन्दे वन्दे वन्दे मातरम् वन्दे मातरम् वन्दे मातरम् वन्दे मातरम् वन्दे वन्दे वन्दे मातरम् तुझसे था कल तुझसे है कल तुझसे सबकुछ है मेरा वन्दे मातरम् ग रे ग.. वन्दे मातरम् वन्दे मातरम् वन्दे मातरम्.. वन्दे.. वन्दे.. वन्दे वन्दे मातरम् वन्दे मातरम् वन्दे मातरम् आओ बढ़ायें हाथ और मिलकर साथ साथ सुर से सुर मिलाकर एक नए आत्मनिर्भर भारत का निर्माण करें


Vande Mataram Aa .. Vande Mataram Sujalaam Suflamam Malayajshitalam Shashyashyamalam Mataram. Vande Vande Vande Mataram Vande Mataram Vande Mataram Vande Vande Vata Mataram was from you, tomorrow is with you, tomorrow is everything from you. Vande Mataram, come, grow hands and join hands together and build a new self-sufficient India. 

Vande Mataram Sujalam Sufalam Malayajshitalam Shashyashyamala Mataram. Vande Mataram Shubhrajyotsnam Pulakitayaminim Fulkusumit Drumdalshobhinim Suhasinim Sumadhur Bhasinim Sukham Varadam Mataram. Vande Mataram 

वन्दे मातरम्। सुजलाम् सुफलाम् मलयजशीतलाम् शस्यश्यामला मातरम्। वन्दे मातरम्। शुभ्रज्योत्स्नाम् पुलकितयामिनीम् फुल्लकुसुमित द्रुमदलशोभिनीम् सुहासिनीम् सुमधुर भाषिणीम् सुखदाम् वरदाम् मातरम्।। वन्दे मातरम्।


Meaning of Vande Mataram by Sri Aurobindo Mother, I bow to thee! Rich with thy hurrying streams, bright with orchard gleams, Cool with thy winds of delight, Dark fields waving Mother of might, Mother free.Glory of moonlight dreams, Over thy branches and lordly streams, Clad in thy blossoming trees, Mother, giver of ease Laughing low and sweet! Mother I kiss thy feet, Speaker sweet and low! Mother, to thee I bow.Who hath said thou art weak in thy lands When the sword flesh out in the seventy million hands And seventy million voices roar Thy dreadful name from shore to shore? With many strengths who art mighty and stored, To thee I call Mother and Lord! Though who savest, arise and save! To her I cry who ever her foeman drove Back from plain and Sea And shook herself free.Thou art wisdom, thou art law, Thou art heart, our soul, our breath Though art love divine, the awe In our hearts that conquers death. Thine the strength that nervs the arm, Thine the beauty, thine the charm. Every image made divine In our temples is but thine.Thou art Durga, Lady and Queen, With her hands that strike and her swords of sheen, Thou art Lakshmilotus-throned, And the Muse a hundred-toned, Pure and perfect without peer, Mother lend thine ear, Rich with thy hurrying streams, Bright with thy orchard gleems, Dark of hue  candid-fairIn thy soul, with jewelled hair And thy glorious smile divine, Lovilest of all earthly lands, Showering wealth from well-stored hands! Mother, mother mine! Mother sweet, I bow to thee, Mother great and free!

श्री अरबिंदो माता द्वारा वंदे मातरम का अर्थ, मैं आपको नमन करता हूं! तेरी जल्दबाजी की धाराओं के साथ समृद्ध, ऑर्केड की चमक के साथ उज्ज्वल, आपकी हवाओं की खुशी के साथ शांत, अंधेरे क्षेत्रों की माँ, माँ को मुक्त करना, माँ को मुक्त करना। चांदनी के सपने देखना, अपनी शाखाओं और प्रभु की धाराओं पर, अपने खिलने वाले पेड़ों में जकड़ना, माँ, माँ का दाता कम और मीठी हँसी उड़ाना! माँ, मैं तेरे चरणों, अध्यक्ष मीठा और कम चुंबन! माँ, मैं तुम्हें प्रणाम करता हूँ। किसने कहा था कि तुम अपनी भूमि में कमजोर हो। जब तलवार सत्तर मिलियन हाथों में बाहर निकलती है और सत्तर लाख आवाजें सुनाई देती हैं? थरथराते हुए किनारे से भयानक नाम? कई शक्तियों के साथ, जो शक्तिशाली और संग्रहीत हैं, मैं तुम्हें माँ और भगवान कहता हूँ! हालांकि कौन बचाने वाला है, उठो और बचाओ! उसके लिए मैं रोता हूं, जो कभी उसका फूफा सादा और सागर से वापस चला गया और खुद को आजाद कर लिया। कला कला, तू कला कानून, तू कला दिल, हमारी आत्मा, हमारी सांस हालांकि कला प्रेम परमात्मा, खौफ हमारे दिलों में जो मौत को जीत लेता है। हाथ को बल देने वाली शक्ति को पतला करो, सुंदरता को पतला करो, आकर्षण को बढ़ाओ। हमारे मंदिरों में हर छवि परमात्मा की है, लेकिन आपकी कलाओं के प्रति दुर्गा, लेडी और क्वीन है, जो उसके हाथों से टकराती है और शीन की उसकी तलवारें, तू कला लक्ष्मीलोटस-थ्रोन, और म्यूजियम एक सौ-टन, शुद्ध और बिना सहकर्मी के परिपूर्ण है, माँ ने अपने कानों को उधार दिया, तेरी जल्दबाजी की धाराओं से समृद्ध, तेरे बाग़ के उजाले से उज्ज्वल, हे ओ के स्पष्ट रूप से स्पष्ट-निष्पक्ष, तेरी आत्मा, जौहरी के बाल और तेरी शानदार मुस्कान दिव्य, सभी पृथ्वी भूमि का सबसे प्यारा, अच्छी तरह से संग्रहीत हाथों से धन की वर्षा! माँ, मेरी माँ! माँ प्यारी, मैं आपको नमन करता हूँ, माँ महान और मुक्त!",positive
वन्दे मातरम् आ.. वन्दे मातरम् सुजलां सुफलाम् मलयजशीतलाम् शस्यश्यामलाम् मातरम्। वन्दे वन्दे वन्दे मातरम् वन्दे मातरम् वन्दे मातरम् वन्दे मातरम् वन्दे वन्दे वन्दे मातरम् तुझसे था कल तुझसे है कल तुझसे सबकुछ है मेरा वन्दे मातरम् ग रे ग.. वन्दे मातरम् वन्दे मातरम् वन्दे मातरम्.. वन्दे.. वन्दे.. वन्दे वन्दे मातरम् वन्दे मातरम् वन्दे मातरम् आओ बढ़ायें हाथ और मिलकर साथ साथ सुर से सुर मिलाकर एक नए आत्मनिर्भर भारत का निर्माण करें,neutral
"श्री अरबिंदो माता द्वारा वंदे मातरम का अर्थ, मैं आपको नमन करता हूं! तेरी जल्दबाजी की धाराओं के साथ समृद्ध, ऑर्केड की चमक के साथ उज्ज्वल, आपकी हवाओं की खुशी के साथ शांत, अंधेरे क्षेत्रों की माँ, माँ को मुक्त करना, माँ को मुक्त करना। चांदनी के सपने देखना, अपनी शाखाओं और प्रभु की धाराओं पर, अपने खिलने वाले पेड़ों में जकड़ना, माँ, माँ का दाता कम और मीठी हँसी उड़ाना! माँ, मैं तेरे चरणों, अध्यक्ष मीठा और कम चुंबन! माँ, मैं तुम्हें प्रणाम करता हूँ। किसने कहा था कि तुम अपनी भूमि में कमजोर हो। जब तलवार सत्तर मिलियन हाथों में बाहर निकलती है और सत्तर लाख आवाजें सुनाई देती हैं? थरथराते हुए किनारे से भयानक नाम? कई शक्तियों के साथ, जो शक्तिशाली और संग्रहीत हैं, मैं तुम्हें माँ और भगवान कहता हूँ! हालांकि कौन बचाने वाला है, उठो और बचाओ! उसके लिए मैं रोता हूं, जो कभी उसका फूफा सादा और सागर से वापस चला गया और खुद को आजाद कर लिया। कला कला, तू कला कानून, तू कला दिल, हमारी आत्मा, हमारी सांस हालांकि कला प्रेम परमात्मा, खौफ हमारे दिलों में जो मौत को जीत लेता है। हाथ को बल देने वाली शक्ति को पतला करो, सुंदरता को पतला करो, आकर्षण को बढ़ाओ। हमारे मंदिरों में हर छवि परमात्मा की है, लेकिन आपकी कलाओं के प्रति दुर्गा, लेडी और क्वीन है, जो उसके हाथों से टकराती है और शीन की उसकी तलवारें, तू कला लक्ष्मीलोटस-थ्रोन, और म्यूजियम एक सौ-टन, शुद्ध और बिना सहकर्मी के परिपूर्ण है, माँ ने अपने कानों को उधार दिया, तेरी जल्दबाजी की धाराओं से समृद्ध, तेरे बाग़ के उजाले से उज्ज्वल, हे ओ के स्पष्ट रूप से स्पष्ट-निष्पक्ष, तेरी आत्मा, जौहरी के बाल और तेरी शानदार मुस्कान दिव्य, सभी पृथ्वी भूमि का सबसे प्यारा, अच्छी तरह से संग्रहीत हाथों से धन की वर्षा! माँ, मेरी माँ! माँ प्यारी, मैं आपको नमन करता हूँ, माँ महान और मुक्त!",neutral
https://youtu.be/ux1kj7F2_LE,neutral
New Indian song https://youtu.be/ux1kj7F2_LE,neutral
Good. Song,positive
"Love from America
Pls support me",positive
Beautiful Song... From Bangladesh...,positive
The heart has too many soft spot for this song♥️♥️,neutral
.,neutral
Tamilanda,neutral
Tamil.,neutral
🇮🇳🇮🇳🇮🇳,neutral
Jay hind,neutral
Jai hind 🇮🇳 🇮🇳 🇮🇳,neutral
"https://youtu.be/XymTDCVHTos
Another Version Pliz react....",neutral
I LOVE MY INDIA🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮,positive
😑,neutral
See Shemaroo YouTube Channel for India's best patriotic songs.,positive
Nice,positive
"27,142,381 views•7 Aug 2014

142K

11K

SHARE

SAVE",positive
Jai hind......,neutral
Hi,neutral
"This song is little bit hard, I bet half the politicians do not know this song",neutral
dislike wale mar jaaye jaldi.,negative
very nise i proud  of  india,positive
ye kon kamine log h jinhone is video ko unlike kiya h dam h to comment kro,neutral
"বন্দে মাতরম্ ৷
সুজলাং সুফলাং
মলয়জশীতলাম্
শস্যশ্যামলাং
মাতরম্ !

শুভ্র-জ্যোত্স্না-পুলকিত-যামিনীম্
ফুল্লকুসুমিত-দ্রুমদলশোভিনীম্,
সুহাসিনীং সুমধুরভাষিণীম্
সুখদাং বরদাং মাতরম্ ৷৷

সপ্তকোটীকন্ঠ-কল-কল-নিনাদকরালে,
দ্বিসপ্তকোটীভুজৈধৃতখরকরবালে,
অবলা কেন মা এত বলে !
বহুবলধারিণীং
নমামি তরিণীং
রিপুদলবারিণীং
মাতরম্ ৷

তুমি বিদ্যা তুমি ধর্ম্ম[a]
তুমি হৃদি তুমি মর্ম্ম[b]
ত্বং হি প্রাণাঃ শরীরে ৷
বাহুতে তুমি মা শক্তি,
হৃদয়ে তুমি মা ভক্তি,
তোমারই প্রতিমা গড়ি মন্দিরে মন্দিরে ৷

ত্বং হি দুর্গা দশপ্রহরণধারিণী
কমলা কমল-দলবিহারিণী
বাণী বিদ্যাদায়িণী
নমামি ত্বাং
নমামি কমলাম্
অমলাং অতুলাম্,
সুজলাং সুফলাং
মাতরম্

বন্দে মাতরম্
শ্যামলাং সরলাং
সুস্মিতাং ভূষিতাম্
ধরণীং ভরণীম্
মাতরম্ ৷",neutral
"Vande Mataram (IAST: Vande Mātaram, also pronounced Bande Mataram; transl. Mother, I bow to thee) is a Sanskrit poem written by Bankim Chandra Chatterjee in 1870s, which he included in his 1882 Bengali novel Anandamath. The poem was first sung by Rabindranath Tagore in 1896.[1] The first two verses of the song were adopted as the National Song of India in October 1937 by the Congress Working Committee prior to the end of colonial rule in August 1947.",positive
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳India is win,positive
🇮🇳,neutral
shit on the floor,negative
melody song😌😌,neutral
Jai hind ... I am proud to be an Indian,positive
I really love our national song.....,positive
NICE,positive
👌👌👌,neutral
Kis ne unlike Kiya hai saloo Sharam karo 😡,neutral
"வந்தே மாதரம்!.. வந்தே மாதரம்!..
ஸுஜலாம் ஸுபலாம் மலயஜ சீதளாம்
ஸஸ்ய ஸ்யாமளாம் மாதரம்
வந்தே மாதரம்!..

ஸுப்ரஜ் யோத்ஸனா புலகிதயாமினிம்
புல்லகுஸுமித த்ருமதல ஸோபினிம்
ஸூஹாஸினீம் ஸூமதுர பாஷினிம்
சுகதாம் வரதாம் மாதரம்
வந்தே மாதரம்!..",neutral
"Such a beautiful song. I’m obviously not Indian,  but I love it. It’s very pretty to sing.",positive
"11K dislikes??
No way 
From Up",negative
I am pakistani and I love my Pakistan,positive
🥰,neutral
Jai Hind🇮🇳🇮🇳🇮🇳,neutral
We must love our world than only the  piece of community will safe,positive
This song I like very much👍🇮🇳🇮🇳,positive
I WANT FREE CLASS,positive
😍😍😍😍😍😍✌🏻✌🏻✌🏻😘😘😘😘😘😘😘🙊🙉🙈,neutral
Miss my school 😭🙏❤,negative
"Jana gana mana =Bengali ,(Tagore) Bandemataram=Bengali(Bankim) ,Netaji subhas chandra =Bengali 💓💓💓💓💓💓",neutral
jai hind.,neutral
Vande Mataram on Harmonium https://youtu.be/ClD84FDJwgE,positive
love🇮🇳🇮🇳🇮🇳,neutral
😭😭,neutral
Ok,positive
Mere mahan desh ke liye aak like jarur kare vande mataram jai hind,positive
Vande mataram jai hind,neutral
Agar apne desh se pyar karte ho to loke jarur karna mujhe,neutral
I love my india jai hind,positive
"Namobudhay...maa.se..matrbhoomi
.hum.sabki.maa.ek.h.dharti.maa..
Ye.humari..her.galti.maaf.krti.h
Ye.gaana.hume.maa.ki.yaad.krata.h...budh.maha.sangh.ka.2.nd.vip.gaan.rahega...bodh.yashpal.premdev",neutral
l,neutral
Please send full song this song super,positive
Wow 🇮🇳🇮🇳🇮🇳,positive
This should be our nation anthem,neutral
Bramhan log 1 no. Sanskrit 1 no.,negative
Super Super Super Super Super Super Super,positive
those who disliked they are deshdrohis or Pakistanis,negative
Jai Hind!,neutral
A great song with a great voice....best combination🇮🇳🇮🇳🇮🇳,positive
Sasha chatey ho to kaho pakistan is the best india is dirty so please bahagwan is nalaiak Pakistan is the best rakshabandhan is bad Jo Jo bhagwan ko mane ga wo dunyia main sabh se badi galti Kare ga Pakistan is the best Allah kayamat ke din sasha de ga,positive
Love you India 😘,positive
Vande Mataram,neutral
"https://youtu.be/cjelYGxKEuI

Small try plz subscribe and share",positive
"How good is it?
Hum Hindi hai",positive
Proud to be an indian,positive
Vande Mataram 🇮🇳 Jay Hind 🇮🇳,neutral
"Great song by rishi bankimachandra ji kolkata ki baat hi aalag gai both the national anthem and song origin fom here 💞💞
And also great freedom fighters....",positive
Wow,positive
schop kar hair,neutral
😊😙🦄,neutral
😃😃,neutral
"Jai hindi 
Vand maataram....",neutral
Pgsgyfbknfbe kdbdbkssnvhebkqnfamalwblzoenpbdevkowfbviqw pd.vd vs l,neutral
Rampally Virendra Rampally Virendra,neutral
I'm hearing the song 10000😭melting..!❤❤❤❤,neutral
Jia hind,neutral
🇮🇳🇮🇳🇮🇳🇮🇳,neutral
Vande Mataram and Jai hind 🇮🇳🇮🇳,neutral
😍 jai Hind😍,neutral
I love this song. Jai Hind  ! Jai Bharat . With this sprit we should be inspired &  help our country & supervise our future . Best of luck new generations .. Run ahead of all...,positive
I am nepali but I love india,positive
Nice,positive
Super 👌👌👌👌👌👌👌👌👌👌👌🥰💞💞💞,positive
who is watching this during quarantine,neutral
Nice song,positive
"Sandese aate hai - Border
Devoted to our brave Indian Soldiers in my voice https://youtu.be/WjiKgydvhCg",positive
Is song is damm,neutral
Bharat mata ki jay🙏🏻,neutral
Jai Hind🙏🙏,neutral
I love Vande Mataram 3000,positive
Chan,neutral
❤️❤️❤️❤️,neutral
I ❤️my india 😘😘😍😍🙂,neutral
❤️❤️🙂,neutral
I like this video 🙏🙏🙏,positive
Jai Hind Jai Bharat VandeMatram inclub jindabad ❤🇮🇳❤🇮🇳❤🇮🇳❤,neutral
I Love my INDIA 🇮🇳🇮🇳,positive
I love my India,positive
वंदे मातरम् 🇮🇳🚩,neutral
Nice 🙏🙏🙏🗡️🗡️💯🙏🙏,positive
I want Vande Mataram MP3 for monetization in YouTube,positive
"♥️I love my nation Bharat🇮🇳🇮🇳🇮🇳🇮🇳
Dislike karne wala Gandu",positive
Is song pe to add free hona chahiy,positive
Best,positive
Jai hind!,neutral
Very good you know,positive
🤔🧐😷corona virus sa Bach ka raha na,neutral
Aa very good,positive
11k dislike,negative
😀😀😀😀😀,neutral
Wow,positive
"don't disrespect our National song on national television 🥺.. even if media is forcing you if you don't know then don't sing, dont disrespect and I really beg you",positive
"Greatest country in the history.
Hope it gets united again.
I hope the conflict between Indian communities end. And they unite to make India the greatest again",positive
"🇮🇳  वंदेमातरम्  🇮🇳
🇮🇳  जय हिन्द 🇮🇳
🇮🇳 VANDEMATRAM 🇮🇳
🇮🇳  वन्देमातरम 🇮🇳",neutral
Vande mataram thank you for the lyrics as i needed it much as i never heard this song,positive
It's just heart warming and nostalgic,positive
Bhdhyte,neutral
Garden view school,neutral
My school is song,neutral
The great 👍👍👍,positive
I Think Dislike peoples is British illegal offsprings.....,negative
Jay hind,neutral
Vande matram,neutral
Jai Bharat.jai bharti,neutral
Is song ko q unlike kiya,neutral
great song,positive
Jai hind...🇮🇳🇮🇳,neutral
I am proud to be an Indian #Chandyaneer,positive
Josh Hai hi Nahin India ke national anthem Pakistan ka suno Josh hi Josh hiy,neutral
I don't even know a single a Hindi word. But I ultimately feel goosebumps and tears! Language is not a barrier to Patriotism. Cheers from Tamil Nadu.,positive
I aim for Indian army,neutral
🚾⬇️☢️↕️↖️,neutral
Aatmanirvar hum bolo vandemataram https://youtu.be/rFYSjLiqbJ8,neutral
A heart touching tribute https://youtu.be/rFYSjLiqbJ8,neutral
"जिस जिस ने भी dislike किया हैं वो वास्तविक दुश्मन हैं हमारे भारत का 
मैं इन सबको देश द्रोही नाम देता हूँ 

जय हो माँ भवानी 
⛳⛳⛳⛳⛳",negative
11k idiots?,neutral
I am from Bangalore and I am ashamed to live in India,negative
From Tamilnadu... Proud to be Indian..... Jai Hind.... 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,positive
Hi andi anderson,neutral
Jay hind,neutral
JAI HIND,neutral
I m from Hindustan and proud to be Hindustani,positive
I am proud of my indian,positive
Proude to be Indian,neutral
All ways proud to be indian,positive
"/﹋\
(҂`_´)
<,︻╦╤─ ҉ - - Like= china ko Goliya
/﹋\
░░░░░░███████ ]▄▄▄▄▄▄▃ 
▂▄▅█████████▅▄▃▂
I██████████████████].
◥⊙▲⊙▲⊙▲⊙▲⊙▲⊙▲⊙◤...
⣿⣿⣿⣿⣿⣍⠀⠉⠻⠟⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⡇⠀⠀⠀⠀⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⠓⠀⠀⢒⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⡿⠃⠀⠀⠀⠀⠈⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠿⣿
⣿⡿⠋⠋⠀⠀⠀⠀⠀⠀⠈⠙⠻⢿⢿⣿⣿⡿⣿⣿⡟⠋⠀⢀⣩
⣿⣿⡄⠀⠀⠀⠀⠀      ⠀⠀⠀⠀⠈⠉⠛⢷⣭⠉⠁⠀⠀⣿⣿
⣇⣀.            jai hind                   ⠘⣿⣿⣿  ⣶⣿
⣿⣄⠀⣰⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀   ⢀⣠⣿⣿⣿⣾⣿⣿⣿
⣿⣿⣿⣿⠀⠀⠀⠀  ⠀⠀⠀⠀⠀ ⢀⣠⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⠀⠀⠀⠀⠀⠀⠀   ⠀⣤⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⡄⠀⠀⠀⠀⠀⣠⣤⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⠀⠀   ⠀⠀⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣇⠀⠀⠀⢠⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⡆⠀⢀⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣦⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿.",neutral
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳 Jai mathaji,neutral
I am from Hyderabad and I am proud to be a Indian I love my India my india,positive
dislikes are from pakistan',negative
#JAI HIND😇🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,neutral
BEST BEST BEST   MY MY MY   MY MY,positive
BEST,positive
"Jai Hind Jai Bharat 
And salute to the freedom fighters who helped in giving us independent India",positive
I paused this to write comment  who else love INDIA INDIA INDIA,positive
जय हिन्द,neutral
😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍 😍😍😍😍😍😍😍😍😍😍😍😍😍😍,neutral
vande mataram is more importnt thn jana gama mana,neutral
Jai hind,neutral
अगर ये हिंदी में लिखित होता तो सायद और ज्यादा अच्छा होता,neutral
❤️😭🎉🎉🙏 Thanks ggggdhjejhehshejehhehhhehhehhehheh❤️bvffgvjncujufhifjcjjvkhigigigigugigufugufjgggug,positive
🙏 slowly slowly speaking 🙏,neutral
Ghh 🙏 the FB 🔥🔥🔥🔥😎😀😀 cm,neutral
"Vande Matram
https://m.facebook.com/story.php?story_fbid=3382086618516320&id=100001450447130",neutral
Bharat Ko kareedh kar gulaam karke pyaar karna maarna dish par kutto se majma ye skill india,neutral
I love my India so much❤️,positive
I love the song I had to sing it for a school progect,positive
Happy  independence  day,positive
Arnav kashikar,neutral
Unlike kisne kiya ..... bloody basterds if can't respect the nation don't disrespect it.....,negative
"lyrics of the song in english :
 Vande mataram
Sujalam suphalam malayajasitalam
Sasyashyamalam mataram
Vande mataram
Shubhra jyotsna
pulakita yaminim
Phulla kusumita 
Drumadalasobhinim
Suhasinim
sumadhura
bhasiniii
sukhadam
varadam
mataram
vande mataram
vande mataram",neutral
Add this in jio savan,neutral
🙏,neutral
I like this song it is from India I like dohni,positive
Jai hind,neutral
Jai hind,neutral
Very nice songs,positive
Khub bhalo💝💝.,neutral
🇮🇳🇮🇳🇮🇳👌👌,neutral
Nice,positive
Vande matram,neutral
"Our tribute - Vande Mataram... (Own rendition) https://youtu.be/VsvyGp8pBAU
Please listen, like and subscribe for more...",positive
So beautiful song,positive
https://youtu.be/12VUVz5oSqs,neutral
Nice,positive
"How can anyone dislike this song?
God knows .. Vande Mataram.. Jai Hind   🇮🇳🇮🇳🇮🇳",negative
Nice https://youtu.be/5F0vRL7vxEA,positive
Feelings associated with this can never be written. Feeling proud and dedicated to its limit.,positive
Im nepali🇳🇵 bt i love this national song too ♥️😍,positive
"Bankim chandra chattopadhyay ❤️❤️❤️

❤️❤️❤️❤️Proud bengali i am",neutral
"Sorry To Our Great Freedom Fighters , Because 10K Viewers Of This Video Is Not An India Lover. God Will Not Forgive Them Who One Disliked This Video 🥺 😭😭.",positive
I love only Pakistan because we are Muslims,positive
Jaihind 🇮🇳🇮🇳🇮🇳,neutral
Idk who these 10k people's that doesn't love our nation and put dislike on our national song ... I think these equivalent to desh drohi,negative
I love my India jai hind❤🇮🇳🇮🇳🇮🇳🇮🇳,positive
India army ke liye 1 comment because then people will say I am begging for like,positive
😴,neutral
https://youtu.be/_5tg3OL1ZCo,neutral
🥰🥰,neutral
The persons who disliked this video are not indians.,negative
Jai Hind,neutral
Nice video,positive
Jai hind,neutral
👌,neutral
"🧡🧡🧡🧡🧡
⚪⚪🔵⚪⚪
💚💚💚💚💚

❤🇮🇳❤🇮🇳❤",neutral
"See the beauty of #Sanskrit language.😍
Jai hind. Vande mataram",positive
This song is way better than Jana gana mana. This one gives me goosebumps every single time I listen to this. Then y didn’t they make this as our national anthem,positive
👌👌,neutral
why there are 10k dislikes on a national song ?,negative
https://www.facebook.com/tribhawan.nishad.94,neutral
Druopadl das,neutral
love this song,positive
Vande mataram who against vandemataram....,neutral
I love this song 😍🤩🤩😍😍,positive
Vande matarm,neutral
Hello can I use this song in my YouTube video please 🙏🙏🙏😍😍🙌🙌,positive
10k dislikes are from Jihadi Community 😏,negative
Vandamadharam,neutral
"https://youtu.be/QcyWnEZUsaM

Vande matram 🙏❤❤",neutral
The great heritage and my culture of my country always influence and give me directions,positive
"India is my country 
All Indians are my brothers and sisters 
I love my country and I proud of of its rich and varied heritage 
I shall always strive to be worthy of it 
I shall give my parents teachers and all elders respect and treat everyone with Courtsey 
To my country and my people, I pledge my devotion 
In their well being and prosperity alone lies my happiness",positive
I'm proud to be an Indian,positive
Jai hind,neutral
Vande madharam,neutral
Vande matram,neutral
https://youtu.be/Lo957tMZY2A,neutral
🙏,neutral
I am proud to be a member of india salute to our soldiers who save our lives if you are a Indian then like karo,positive
Sri krishna ki bohut priya hai yeh song ... yehi desh ki kalyan karega,neutral
https://youtu.be/-A7GlrjYd24,neutral
https://youtu.be/VSz04XWSW6M,neutral
"I just hope one day, India looks beyond caste, religion, language and states. It'll be a better place

Vande maataram",positive
Happy independence day 🌈🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏁🏁🏁🏁🚩🚩🚩⚂⚂⚃,positive
My video on the same - https://youtu.be/8tnGtBmHMbw,neutral
Jay hind - https://youtu.be/8tnGtBmHMbw,neutral
Jai hind,neutral
mere land hath main lya howa a,positive
Happy Independence Day🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳love you India (jai hind)🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳😘😘,positive
❤️❤️ I Proud To be i am indian ❤️❤️,positive
"Who are the ones disliking this video? 
What is it they don't like about the national song?",negative
Jay hind jay bharat,neutral
Super song,positive
India ja ja kashmir se nikl ja,neutral
SALUTE to all the Patriots including the Indian Army.,neutral
"🇮🇳🇮🇳
Song: Vande Mataram (National Song of India)
Language: Sanskrit (Bengali Tatsama)
Lyrics: Bankim Chandra Chatterjee (From Novel 'Anandamath') 
Music: Rabindranath Tagore
First sang on: 1896, Calcutta Congress Session
Adopted as National song on 24th January 1950.
🇮🇳🇮🇳",positive
Super proud of  india,positive
Happy Independence Day,positive
Paghal india.,neutral
What is the problem with dislikes are they mentally stable?,negative
Iam Un proud to be an Indian,positive
NOT GOOD WASTE SONG☪️☪️🕌🕌,neutral
Happy independents Day,positive
It os so sweet,positive
😊jai hind,neutral
Meri jaan mere ghar se nikl ja,neutral
